leaked_target_0,leaked_target_1,leaked_target_2,leaked_target_3,leaked_target_4,leaked_target_5,leaked_target_6,leaked_target_7,leaked_target_8,leaked_target_9,leaked_target_10,leaked_target_11,leaked_target_12,leaked_target_13,leaked_target_14,leaked_target_15,leaked_target_16,leaked_target_17,leaked_target_18,leaked_target_19,leaked_target_20,leaked_target_21,leaked_target_22,leaked_target_23,leaked_target_24,leaked_target_25,leaked_target_26,leaked_target_27,leaked_target_28,leaked_target_29,leaked_target_30,leaked_target_31,leaked_target_32,leaked_target_33,leaked_target_34,leaked_target_35,leaked_target_36,leaked_target_37,compiled_leak
,2830000.0,,2830000.0,,,2830000.0,,,,,2830000.0,,2830000.0,,2830000.0,,,,,,,,,,,2830000.0,2830000.0,,,,,,,,,2830000.0,,2830000.0
1666666.66,1666666.66,,,,,,,,,,,1666666.66,,1666666.66,,,1666666.66,,1666666.66,1666666.66,1666666.66,1666666.66,,,1666666.66,,,,1666666.66,,1666666.66,,,,,,,1666666.66
2421000.0,2421000.0,2421000.0,,2421000.0,2421000.0,2421000.0,2421000.0,2421000.0,2421000.0,2421000.0,2421000.0,2421000.0,2421000.0,2421000.0,2421000.0,2421000.0,2421000.0,2421000.0,2421000.0,2421000.0,,,2421000.0,,2421000.0,2421000.0,2421000.0,2421000.0,2421000.0,2421000.0,2421000.0,2421000.0,2421000.0,,2421000.0,2421000.0,2421000.0,2421000.0
2050000.0,,2050000.0,,2050000.0,2050000.0,,,,,,2050000.0,,2050000.0,,,,,,,,,,,,,,,,,,,,,,,,,2050000.0
10900000.0,,10900000.0,,,10900000.0,,,,,10900000.0,,10900000.0,,10900000.0,,,,,,,,,,,10900000.0,10900000.0,,,,,,,,,10900000.0,,,10900000.0
,,,,492000.0,,,,492000.0,,492000.0,492000.0,,492000.0,492000.0,492000.0,,,,492000.0,492000.0,,,,,,492000.0,,,492000.0,,,,,,,,,492000.0
,,,,,,,,,,10000000.0,,10000000.0,,,10000000.0,10000000.0,,,,,,,,,,,,,,,,,,,,,,10000000.0
4000000.0,,,,4000000.0,4000000.0,,,,,4000000.0,4000000.0,,,,4000000.0,,,,,,4000000.0,,,,4000000.0,4000000.0,,,,,,,,,,,,4000000.0
,,,,,5833600.0,,,5833600.0,5833600.0,,5833600.0,5833600.0,,5833600.0,,,5833600.0,,,,,,,,,,,,,,,,,,,,,5833600.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1589000.0,,1589000.0,,,1589000.0,1589000.0,1589000.0,,1589000.0,1589000.0,1589000.0,1589000.0,,1589000.0,1589000.0,1589000.0,1589000.0,1589000.0,1589000.0,,,,,1589000.0,1589000.0,,,,,,,,,,,,,1589000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,1500000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7000000.0,7000000.0,7000000.0,,,,,,7000000.0,7000000.0,7000000.0,,,,7000000.0,7000000.0,7000000.0,7000000.0,7000000.0,7000000.0,7000000.0,,7000000.0,,7000000.0,,7000000.0,7000000.0,7000000.0,7000000.0,7000000.0,7000000.0,7000000.0,7000000.0,,,,,7000000.0
,,,,,,,,,,,,,,,7000000.0,,,,,7000000.0,7000000.0,,,,,,,,,,,,,,,,,7000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2275000.0,,,,2275000.0,,,,2275000.0,,,2275000.0,2275000.0,2275000.0,,,,2275000.0,,,,,,,,,,,,2275000.0,,2275000.0,,,,,,,2275000.0
98000.0,98000.0,,98000.0,98000.0,,,,98000.0,98000.0,98000.0,,,,98000.0,,,98000.0,98000.0,,98000.0,,,98000.0,98000.0,,,,,98000.0,98000.0,,98000.0,98000.0,98000.0,98000.0,,,98000.0
,,,,,,,,160000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160000.0
,,,1530000.0,,,,,,,,,1530000.0,1530000.0,1530000.0,,,,,,,1530000.0,,,,,1530000.0,,,,,,,,,,,,1530000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,600000.0,,600000.0,,,,,,,600000.0,,,,,,,,,,,,600000.0,,,,,,,,,,,600000.0
933333.34,933333.34,,,933333.34,,933333.34,,933333.34,,933333.34,,933333.34,,,,,933333.34,,933333.34,933333.34,,,,,933333.34,933333.34,,933333.34,,,,933333.34,,,,,,933333.34
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,300000.0,300000.0,,,300000.0,300000.0,300000.0,300000.0,300000.0,,,,,300000.0,,300000.0,,,300000.0,300000.0,300000.0,300000.0,,,,,,,,,,,,,,,300000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10000000.0,,10000000.0,,10000000.0,,,10000000.0,10000000.0,,,10000000.0,,,,10000000.0,,,10000000.0,,10000000.0,,,,,,,,,,,,,,,10000000.0,,10000000.0
1484000.0,,,,1484000.0,1484000.0,,,1484000.0,,1484000.0,1484000.0,1484000.0,1484000.0,,,,,,,,,,,,1484000.0,,,,,,,,,,,,,1484000.0
,,,,,,,,2000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000000.0
,,,,80000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80000.0
,10000000.0,,,,,,,,,,10000000.0,,10000000.0,,,,,10000000.0,,,10000000.0,,10000000.0,,,,,,10000000.0,,,,,10000000.0,,,,10000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190000.0,190000.0,190000.0,190000.0,190000.0,,,190000.0,190000.0,190000.0,,190000.0,,190000.0,190000.0,,,,,,190000.0,,190000.0,,,,,,,,,,,,,,,,190000.0
2023333.34,2023333.34,,,,,,2023333.34,,2023333.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023333.34
,,,,900000.0,,,900000.0,,,,900000.0,900000.0,900000.0,,,,,,,,900000.0,,,900000.0,,,,,,,,,,,,,,900000.0
,8023600.0,8023600.0,8023600.0,,8023600.0,8023600.0,,,,,,,,,,8023600.0,,8023600.0,,,8023600.0,8023600.0,8023600.0,,8023600.0,,8023600.0,8023600.0,8023600.0,8023600.0,,,8023600.0,,,,,8023600.0
11515142.86,11515142.86,,,11515142.86,11515142.86,11515142.86,,11515142.86,11515142.86,11515142.86,11515142.86,11515142.86,11515142.86,11515142.86,11515142.86,,11515142.86,11515142.86,11515142.86,11515142.86,11515142.86,,11515142.86,11515142.86,11515142.86,11515142.86,11515142.86,11515142.86,11515142.86,11515142.86,11515142.86,11515142.86,11515142.86,11515142.86,11515142.86,11515142.86,11515142.86,11515142.86
102000.0,102000.0,,,,,102000.0,,,,,,102000.0,,,,,,,,,,,102000.0,,,,,,,,,,,,,,,102000.0
,7740000.0,,,,7740000.0,,,7740000.0,,7740000.0,,7740000.0,,,,,,,7740000.0,,,7740000.0,7740000.0,7740000.0,,,7740000.0,7740000.0,,,,,,7740000.0,,,7740000.0,7740000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,10000000.0,,,10000000.0,,,,,,,,,,,,,,,,10000000.0
110000.0,110000.0,,110000.0,110000.0,,,110000.0,,,110000.0,,,110000.0,110000.0,,,,,110000.0,110000.0,,,,,,,,,,,,,,,,,,110000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8000000.0,8000000.0,,,8000000.0,,,,8000000.0,,8000000.0,,,,,,,,8000000.0,8000000.0,,,8000000.0,,8000000.0,8000000.0,8000000.0,,,,8000000.0,8000000.0,,,,,8000000.0,8000000.0,8000000.0
1860000.0,,,,,,,,,1860000.0,,,,,1860000.0,,,,1860000.0,,,,,,,,,,1860000.0,1860000.0,,,,,,,,,1860000.0
1000000.0,,,,,,,1000000.0,,,,,1000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,1000000.0
1400000.0,1400000.0,,,,,,,1400000.0,,,,,,,1400000.0,1400000.0,1400000.0,,,,,,,,1400000.0,,,,,,,,,,,,,1400000.0
,,,,,26400000.0,26400000.0,,,26400000.0,26400000.0,,26400000.0,26400000.0,26400000.0,26400000.0,26400000.0,,26400000.0,,,,,,,,,,,,,,,,,,,,26400000.0
,12000000.0,,12000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000000.0,,,10000000.0,10000000.0,,,10000000.0,,,,10000000.0,,,10000000.0,,10000000.0,,,,,,,,,,,,,,,10000000.0,,,,,,,10000000.0
2000000.0,,2000000.0,,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,,,2000000.0,2000000.0,2000000.0,,2000000.0,,2000000.0,2000000.0,,,,,,2000000.0,,2000000.0,,,,,,,,,2000000.0
120000.0,120000.0,120000.0,,120000.0,,120000.0,,,,,120000.0,120000.0,,,120000.0,,,120000.0,,,,,,,,,,,,,,,,,,,,120000.0
,,,,,,,5300000.0,,,,,,,,,,,,,,,,5300000.0,,,,,,,,,,5300000.0,5300000.0,,,,5300000.0
,,,75000.0,,,,,,,75000.0,,75000.0,,75000.0,75000.0,75000.0,,75000.0,75000.0,,,75000.0,,,,,,,,,,,75000.0,,,,,75000.0
,,1000000.0,,,,1000000.0,1000000.0,1000000.0,1000000.0,,,,,,,,,,,,,,1000000.0,,,,1000000.0,1000000.0,1000000.0,1000000.0,,,,,,,,1000000.0
,,,,,,,,,2000000.0,,2000000.0,,,2000000.0,,2000000.0,2000000.0,2000000.0,2000000.0,,,2000000.0,,,,2000000.0,,2000000.0,,,,,,,,2000000.0,,2000000.0
8000000.0,,,,8000000.0,8000000.0,,,8000000.0,8000000.0,8000000.0,8000000.0,,8000000.0,8000000.0,,,,,,,8000000.0,8000000.0,8000000.0,,8000000.0,8000000.0,8000000.0,8000000.0,8000000.0,,,8000000.0,8000000.0,8000000.0,8000000.0,,,8000000.0
,,1816666.66,,1816666.66,,,,,,1816666.66,,1816666.66,,1816666.66,,1816666.66,,1816666.66,1816666.66,,,1816666.66,,,,1816666.66,1816666.66,1816666.66,,1816666.66,1816666.66,,,,,,,1816666.66
,,,,,,,,,,,,,,500000.0,500000.0,,,,,500000.0,,500000.0,,,,,,,,,,,,,,,,500000.0
,5000000.0,5000000.0,,,,,,5000000.0,,,,,,,,,,,,,,,,,,,5000000.0,,,,,,,,5000000.0,,,5000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36106000.0,,,,,36106000.0,36106000.0,36106000.0,,,36106000.0,,36106000.0,,36106000.0,36106000.0,,,,36106000.0,,,36106000.0,,,,36106000.0,36106000.0,36106000.0,,,36106000.0,36106000.0,,,36106000.0,,,36106000.0
,,,,,,,,,,,,,,,,2000000.0,,,,,,,,,,,,2000000.0,,,,,,,,,,2000000.0
,,,,,,9026666.66,,9026666.66,9026666.66,9026666.66,9026666.66,9026666.66,9026666.66,,,9026666.66,,,,,,,,,,,,,,,,,,,,,,9026666.66
90000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190000.0,,,,,
,2000000.0,2000000.0,2000000.0,,2000000.0,2000000.0,,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,,,2000000.0,,,2000000.0,,2000000.0,2000000.0,,2000000.0,2000000.0,2000000.0,,,2000000.0,2000000.0,,2000000.0,2000000.0,,,,,2000000.0
,,,,,10000000.0,,10000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000000.0
,,1470000.0,,,,,,1470000.0,,,,,,,,,,,,,1470000.0,,,,,,,1470000.0,,1470000.0,,1470000.0,4000000.0,,,,,1470000.0
3000000.0,,,,,3000000.0,,3000000.0,,3000000.0,,,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,,,,,,,,,,,,,,,,,,,,,,3000000.0
,,,,,,,,,,,,,,,,,,,,,42000.0,,,,,,,,,,,,,,,,,42000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5000000.0,,,,5000000.0,5000000.0,5000000.0,,5000000.0,5000000.0,5000000.0,,5000000.0,5000000.0,,,,,,,,,,5000000.0,,5000000.0,,,5000000.0,5000000.0,5000000.0,,5000000.0,,5000000.0,5000000.0,5000000.0,5000000.0,5000000.0
,600000.0,,,,,,,,,,600000.0,,,600000.0,600000.0,,,,,,,,,,,,,,,,,,,,,,,600000.0
,,,,,3311000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3311000.0
,,,,,,1000000.0,,,,,,,,,,,,,,,1000000.0,,,,1000000.0,,,,,,,,,,,,,1000000.0
42000.0,42000.0,,42000.0,42000.0,42000.0,42000.0,,42000.0,42000.0,42000.0,42000.0,42000.0,42000.0,42000.0,42000.0,42000.0,42000.0,42000.0,,,42000.0,,,,,,,,,,,,,,,,,42000.0
,8600000.0,,,,,8600000.0,,8600000.0,,8600000.0,,,,,,,,,,,8600000.0,8600000.0,,,,,,,,,8600000.0,,,,,,,8600000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8500000.0,,,,8500000.0,8500000.0,,,,,,,8500000.0,,,,8500000.0,,8500000.0,,8500000.0,,,,8500000.0,,8500000.0,,8500000.0,8500000.0,8500000.0,,,8500000.0,,,,8500000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,12240000.0,,,,,,,,,,,,12240000.0
460000.0,460000.0,,,460000.0,460000.0,460000.0,460000.0,460000.0,460000.0,460000.0,460000.0,,,460000.0,460000.0,460000.0,,460000.0,,460000.0,460000.0,,460000.0,460000.0,,460000.0,460000.0,460000.0,460000.0,460000.0,,,,,,,,460000.0
,,,,,,,,3514000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3514000.0
1400000.0,,,1400000.0,1400000.0,,1400000.0,1400000.0,,1400000.0,,,,1400000.0,,,,,,,,,1400000.0,,,,,,,,,,,,,,11326666.66,,1400000.0
,18000000.0,,,18000000.0,18000000.0,,,,,,,,18000000.0,,,18000000.0,,,,,18000000.0,,18000000.0,18000000.0,,,,,,,18000000.0,,,,,,,18000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3192727.28,3192727.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3192727.28
,,,,4165000.0,4165000.0,,,,,,4165000.0,4165000.0,,,,,,,,,,,,,,,,,,,4165000.0,,,,,,,4165000.0
,3500000.0,,,,,3500000.0,,,,,,,,,,,,,,,3500000.0,,3500000.0,3500000.0,,,,,,,,,,,,,,3500000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16000000.0,,,,,,,,,16000000.0,,,2500000.0,2500000.0,16000000.0,,,16000000.0,,,,2500000.0,2500000.0,,,,,,,,,,,,,,,,16000000.0
,,,,,,,,,,,,,,1300000.0,,,,,,,,,1300000.0,,,,200000.0,,,,,,,,,,,1300000.0
,8057500.0,8057500.0,,,8057500.0,,,,,,,,,,,,,,8057500.0,8057500.0,,,,,,,,,,,,,,,,,,8057500.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1800000.0,,,,,,,,,,1800000.0
,,,,,3000000.0,,3000000.0,3000000.0,3000000.0,3000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000000.0
,,90500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90500.0
,,6000000.0,6000000.0,6000000.0,6000000.0,,6000000.0,6000000.0,,,,,,,6000000.0,6000000.0,6000000.0,,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,,,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,,,,,6000000.0
,,,,,,,,,,,,2000000.0,,2000000.0,2000000.0,2000000.0,,,2000000.0,,,,,,,,,,2000000.0,,,,,,,,,2000000.0
,,3970000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3970000.0
24000000.0,24000000.0,24000000.0,24000000.0,,,24000000.0,24000000.0,24000000.0,24000000.0,,,,24000000.0,24000000.0,24000000.0,24000000.0,,,24000000.0,24000000.0,24000000.0,,,,,,,,,,,,,32000000.0,,,,24000000.0
,700000.0,,,,700000.0,700000.0,700000.0,,,,,,700000.0,,,,,,,,,,,,,,,,,,,,,,,,,700000.0
,,,12000000.0,,,12000000.0,,,,12000000.0,12000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,12000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2913333.34,,2913333.34,,2913333.34,,2913333.34,2913333.34,2913333.34,2913333.34,2913333.34,2913333.34,2913333.34,2913333.34,,,2913333.34,2913333.34,2913333.34,,2913333.34,,2913333.34,2913333.34,,,,,,2913333.34,,2913333.34,,,,,,,2913333.34
25000000.0,25000000.0,25000000.0,25000000.0,25000000.0,25000000.0,25000000.0,25000000.0,,,,,25000000.0,,,,25000000.0,,,,,,,,,25000000.0,25000000.0,25000000.0,25000000.0,25000000.0,25000000.0,25000000.0,25000000.0,25000000.0,25000000.0,25000000.0,25000000.0,,25000000.0
700000.0,700000.0,700000.0,,700000.0,700000.0,700000.0,,700000.0,,700000.0,,,,700000.0,700000.0,,700000.0,700000.0,,,700000.0,,700000.0,,,,,,700000.0,,700000.0,,700000.0,,700000.0,,,700000.0
11500000.0,11500000.0,,,,,,,,,,,,,,11500000.0,,,,,,,,,,,,,,,,,,11500000.0,,,,,11500000.0
,500000.0,,,500000.0,500000.0,500000.0,500000.0,500000.0,,,,,,,,,,,,,,,500000.0,500000.0,,,,,500000.0,,500000.0,,,,,,,500000.0
,,150000.0,,150000.0,150000.0,150000.0,,,,150000.0,,150000.0,150000.0,,,,,,,,,,150000.0,,,,,,,,,,,,,,,150000.0
,30000.0,,,,,,,,,,,,,,,30000.0,,,,,,,,,,,,,,,,,,,,,,30000.0
3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,,3000000.0,3000000.0,,,,,,,,3000000.0,3000000.0,3000000.0,3000000.0,,,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,,,3000000.0,3000000.0,3000000.0,,3000000.0,,3000000.0,3000000.0
,98666.66,98666.66,,,,,,98666.66,,98666.66,98666.66,98666.66,,,,,,,,,,,,,,,,,,,,,,,,,,98666.66
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600000.0
,14000000.0,,14000000.0,14000000.0,,,14000000.0,14000000.0,14000000.0,14000000.0,14000000.0,14000000.0,14000000.0,14000000.0,14000000.0,14000000.0,14000000.0,14000000.0,14000000.0,,,14000000.0,,14000000.0,14000000.0,14000000.0,14000000.0,14000000.0,14000000.0,14000000.0,14000000.0,14000000.0,14000000.0,,14000000.0,,,14000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10909000.0,,10909000.0,,,,10909000.0,,10909000.0,10909000.0,,10909000.0,10909000.0,10909000.0,10909000.0,10909000.0,10909000.0,10909000.0,,,10909000.0,10909000.0,,,,,,,10909000.0,,,,,,,,,,10909000.0
,10000000.0,,,,10000000.0,,10000000.0,,,,,10000000.0,,,10000000.0,,10000000.0,,10000000.0,,,,,,,,,,,,,,,,,,,10000000.0
,2300000.0,2300000.0,2300000.0,,2300000.0,2300000.0,2300000.0,2300000.0,2300000.0,2300000.0,2300000.0,2300000.0,2300000.0,2300000.0,2300000.0,2300000.0,2300000.0,2300000.0,2300000.0,2300000.0,2300000.0,2300000.0,2300000.0,2300000.0,2300000.0,2300000.0,,2300000.0,2300000.0,2300000.0,2300000.0,2300000.0,2300000.0,2300000.0,2300000.0,2300000.0,2300000.0,2300000.0
,,,,3573333.34,3573333.34,3573333.34,3573333.34,,3573333.34,3573333.34,3573333.34,3573333.34,,3573333.34,,,,,3573333.34,3573333.34,3573333.34,,,,,3573333.34,,3573333.34,3573333.34,3573333.34,3573333.34,3573333.34,,,,,,3573333.34
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20000000.0,20000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000000.0
,,6900000.0,,,,6900000.0,,6900000.0,,,6900000.0,6900000.0,6900000.0,,,,,,,6900000.0,,,6900000.0,,,,6900000.0,6900000.0,,,,6900000.0,,,6900000.0,,,6900000.0
,,,,,129333.34,129333.34,,129333.34,,,,,,,,129333.34,,,,129333.34,,,,,,,,,,,,,,,,,,129333.34
,8000000.0,,8000000.0,8000000.0,,,,8000000.0,,8000000.0,,8000000.0,,,8000000.0,8000000.0,8000000.0,8000000.0,8000000.0,8000000.0,,8000000.0,,,8000000.0,,,8000000.0,8000000.0,8000000.0,8000000.0,,8000000.0,,8000000.0,,,8000000.0
,,,,,2000000.0,,,2000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16564400.0,16564400.0,16564400.0,16564400.0,16564400.0,,,16564400.0,16564400.0,16564400.0,,16564400.0,16564400.0,16564400.0,16564400.0,16564400.0,16564400.0,16564400.0,16564400.0,,16564400.0,16564400.0,16564400.0,16564400.0,16564400.0,,16564400.0,16564400.0,16564400.0,16564400.0,16564400.0,16564400.0,16564400.0,16564400.0,16564400.0,16564400.0,16564400.0,16564400.0,16564400.0
,,,,,,,10000000.0,10000000.0,,,,,,10000000.0,,,,,10000000.0,,,,,,,,,,,,,,,,,,,10000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000000.0,,1000000.0,,,,1000000.0,,1000000.0,,1000000.0,1000000.0,1000000.0,,,1000000.0,,,,,,,,,,,,,,1000000.0,,,,1000000.0,,,,,1000000.0
,130000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130000.0
1810800.0,,1810800.0,1810800.0,1810800.0,1810800.0,1810800.0,1810800.0,1810800.0,1810800.0,1810800.0,1810800.0,1810800.0,1810800.0,1810800.0,1810800.0,1810800.0,1810800.0,1810800.0,,,1810800.0,,1810800.0,1810800.0,1810800.0,1810800.0,1810800.0,1810800.0,1810800.0,1810800.0,1810800.0,,1810800.0,1810800.0,1810800.0,1810800.0,1810800.0,1810800.0
966666.66,,,,,,966666.66,,966666.66,,,966666.66,,966666.66,,,,,,,,,,,,,,,,,,,,,,,,,966666.66
,,480000.0,,480000.0,,480000.0,,,,,,,,,,,,,,,,,,,,,,1800000.0,,,,,,,,,,480000.0
1001125.0,1001125.0,1001125.0,1001125.0,,1001125.0,,1001125.0,1001125.0,1001125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1001125.0
,,15000000.0,,,,,,,,,,,,,,,,,,,,,,,,,10600000.0,,,,10600000.0,,,,10600000.0,,,15000000.0
,,,,,,,4600000.0,,,,,,,,,,,,,,,,,,,4600000.0,,,,,,,,,,,,4600000.0
,,,15500000.0,,,15500000.0,,15500000.0,,,,,,15500000.0,,,,,15500000.0,,15500000.0,,,,,,15500000.0,,,,,,,,,,,15500000.0
80000.0,80000.0,,80000.0,,,,80000.0,,80000.0,80000.0,,80000.0,,80000.0,80000.0,,80000.0,80000.0,,,80000.0,,,80000.0,,,80000.0,80000.0,,,,,80000.0,80000.0,,,,80000.0
,,,,25714285.72,,,,25714285.72,,,,,,,,,25714285.72,25714285.72,25714285.72,25714285.72,25714285.72,25714285.72,25714285.72,25714285.72,25714285.72,25714285.72,25714285.72,25714285.72,,,25714285.72,25714285.72,25714285.72,25714285.72,,,,25714285.72
6000000.0,,,,,,,,,,6000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,6000000.0
,,16700000.0,,16700000.0,,16700000.0,,,,16700000.0,,16700000.0,,16700000.0,16700000.0,16700000.0,,,16700000.0,,,,,,,,,,,,,,,,,,,16700000.0
,100000.0,100000.0,,,100000.0,,100000.0,,100000.0,100000.0,,,,,100000.0,100000.0,,,,,,,100000.0,100000.0,100000.0,100000.0,100000.0,,,,100000.0,100000.0,,,,,,100000.0
,10000000.0,,,,10000000.0,,,,,,,,,10000000.0,,,,,,,,,,,,10000000.0,,,,,,,,,2000000.0,,,10000000.0
,,800000.0,800000.0,,,,,800000.0,800000.0,,,,800000.0,,,,,,800000.0,,,,800000.0,800000.0,,,,,,,,,,,800000.0,,,800000.0
,,,30000.0,,,,,,,,,,30000.0,,,,,,,,,,,,,,30000.0,,,,,,,,,,,30000.0
,,5658333.34,,5658333.34,,5658333.34,,5658333.34,5658333.34,5658333.34,5658333.34,,,5658333.34,5658333.34,5658333.34,5658333.34,5658333.34,5658333.34,,5658333.34,,5658333.34,5658333.34,5658333.34,5658333.34,,,5658333.34,,,5658333.34,,5658333.34,,5658333.34,,5658333.34
,,,,110000.0,,,,,,,,,,,,,,,,,,110000.0,,,,,,,,,,10000000.0,,,,,,110000.0
,,,21666666.66,,,,,21666666.66,,21666666.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,21666666.66
,,,,,,,10000000.0,,,,,,,10000000.0,,,,,,,,,,,,,,,,,,,,,,,,10000000.0
,,7000000.0,7000000.0,7000000.0,,,,,,,,,7000000.0,,,,7000000.0,,7000000.0,7000000.0,,,,,,,,,,,,,,7000000.0,,,,7000000.0
460000.0,,460000.0,460000.0,,,460000.0,460000.0,460000.0,,,,460000.0,460000.0,,460000.0,,,460000.0,,460000.0,460000.0,,,,,,,,,,,,460000.0,,,,,460000.0
2779666.66,2779666.66,,,2779666.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2779666.66
2413428.58,,2413428.58,2413428.58,2413428.58,2413428.58,2413428.58,2413428.58,2413428.58,2413428.58,2413428.58,2413428.58,2413428.58,2413428.58,2413428.58,,,2413428.58,2413428.58,2413428.58,,2413428.58,2413428.58,2413428.58,2413428.58,2413428.58,2413428.58,2413428.58,2413428.58,,2413428.58,2413428.58,2413428.58,2413428.58,2413428.58,,2413428.58,2413428.58,2413428.58
,,5000000.0,,,,,,5000000.0,,,,5000000.0,5000000.0,,,,,,,,,,,5000000.0,,,,,,,,,,,,,,5000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2052000.0,,,,,,2052000.0,2052000.0,,,,,,,,,,,2052000.0,2052000.0,,,,,,,,,,,,,,,,,2052000.0
,,,7333333.34,,,7333333.34,7333333.34,7333333.34,7333333.34,7333333.34,,7333333.34,,,,,,,7333333.34,7333333.34,,,,,,,,,,,,,,,,,,7333333.34
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3464000.0,3464000.0,3464000.0,3464000.0,3464000.0,3464000.0,3464000.0,3464000.0,3464000.0,3464000.0,3464000.0,3464000.0,,3464000.0,,3464000.0,3464000.0,3464000.0,,,,,,,,,,,,,,,,,,,,,3464000.0
2000000.0,,2000000.0,2000000.0,,,2000000.0,2000000.0,,2000000.0,2000000.0,2000000.0,,2000000.0,2000000.0,,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,,,2000000.0,,,2000000.0,,,,,,,,,,,2000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
